Project ID,Monitoring Location ID,Activity ID,Activity Type,Activity Media Name,Activity Start Date,Activity Start Time,Activity Start Time Zone,Activity Depth/Height Measure,Activity Depth/Height Unit,Sample Collection Method ID,Sample Collection Equipment Name,Sample Collection Equipment Comment,Characteristic Name,Method Speciation,Result Detection Condition,Result Value,Result Unit,Result Qualifier,Result Sample Fraction,Result Status ID,Statistical Base Code,Result Value Type,Result Analytical Method ID,Result Analytical Method Context,Analysis Start Date,Analysis Start Time Zone,Analysis Start Time,Result Detection Limit Type,Result Detection Limit Value,Result Detection Limit Unit,Result Comment
RCS,EPO1,EPO1:20160603:Water:FM,Field Msr/Obs,Water,2016-06-03,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-03,PST,10:00:00,,,,
RCS,EPO1,EPO1:20160603:Water:FM,Field Msr/Obs,Water,2016-06-03,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-03,PST,12:00:00,,,,
RCS,EPO1,EPO1:20160603:Water:FM,Field Msr/Obs,Water,2016-06-03,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-03,PST,14:00:00,,,,
RCS,EPO1,EPO1:20160603:Water:FM,Field Msr/Obs,Water,2016-06-03,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-03,PST,16:00:00,,,,
RCS,EPO1,EPO1:20160603:Water:FM,Field Msr/Obs,Water,2016-06-03,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-03,PST,18:00:00,,,,
RCS,EPO1,EPO1:20160603:Water:FM,Field Msr/Obs,Water,2016-06-03,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-03,PST,20:00:00,,,,
RCS,EPO1,EPO1:20160603:Water:FM,Field Msr/Obs,Water,2016-06-03,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-03,PST,22:00:00,,,,
RCS,EPO1,EPO1:20160604:Water:FM,Field Msr/Obs,Water,2016-06-04,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-04,PST,00:00:00,,,,
RCS,EPO1,EPO1:20160604:Water:FM,Field Msr/Obs,Water,2016-06-04,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-04,PST,02:00:00,,,,
RCS,EPO1,EPO1:20160604:Water:FM,Field Msr/Obs,Water,2016-06-04,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-04,PST,04:00:00,,,,
RCS,EPO1,EPO1:20160604:Water:FM,Field Msr/Obs,Water,2016-06-04,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-04,PST,06:00:00,,,,
RCS,EPO1,EPO1:20160604:Water:FM,Field Msr/Obs,Water,2016-06-04,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-04,PST,08:00:00,,,,
RCS,EPO1,EPO1:20160604:Water:FM,Field Msr/Obs,Water,2016-06-04,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-04,PST,10:00:00,,,,
RCS,EPO1,EPO1:20160604:Water:FM,Field Msr/Obs,Water,2016-06-04,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-04,PST,12:00:00,,,,
RCS,EPO1,EPO1:20160604:Water:FM,Field Msr/Obs,Water,2016-06-04,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-04,PST,14:00:00,,,,
RCS,EPO1,EPO1:20160604:Water:FM,Field Msr/Obs,Water,2016-06-04,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-04,PST,16:00:00,,,,
RCS,EPO1,EPO1:20160604:Water:FM,Field Msr/Obs,Water,2016-06-04,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-04,PST,18:00:00,,,,
RCS,EPO1,EPO1:20160604:Water:FM,Field Msr/Obs,Water,2016-06-04,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-04,PST,20:00:00,,,,
RCS,EPO1,EPO1:20160604:Water:FM,Field Msr/Obs,Water,2016-06-04,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-04,PST,22:00:00,,,,
RCS,EPO1,EPO1:20160605:Water:FM,Field Msr/Obs,Water,2016-06-05,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-05,PST,00:00:00,,,,
RCS,EPO1,EPO1:20160605:Water:FM,Field Msr/Obs,Water,2016-06-05,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-05,PST,02:00:00,,,,
RCS,EPO1,EPO1:20160605:Water:FM,Field Msr/Obs,Water,2016-06-05,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-05,PST,04:00:00,,,,
RCS,EPO1,EPO1:20160605:Water:FM,Field Msr/Obs,Water,2016-06-05,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-05,PST,06:00:00,,,,
RCS,EPO1,EPO1:20160605:Water:FM,Field Msr/Obs,Water,2016-06-05,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-05,PST,08:00:00,,,,
RCS,EPO1,EPO1:20160605:Water:FM,Field Msr/Obs,Water,2016-06-05,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-05,PST,10:00:00,,,,
RCS,EPO1,EPO1:20160605:Water:FM,Field Msr/Obs,Water,2016-06-05,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-05,PST,12:00:00,,,,
RCS,EPO1,EPO1:20160605:Water:FM,Field Msr/Obs,Water,2016-06-05,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-05,PST,14:00:00,,,,
RCS,EPO1,EPO1:20160605:Water:FM,Field Msr/Obs,Water,2016-06-05,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-05,PST,16:00:00,,,,
RCS,EPO1,EPO1:20160605:Water:FM,Field Msr/Obs,Water,2016-06-05,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-05,PST,18:00:00,,,,
RCS,EPO1,EPO1:20160605:Water:FM,Field Msr/Obs,Water,2016-06-05,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-05,PST,20:00:00,,,,
RCS,EPO1,EPO1:20160605:Water:FM,Field Msr/Obs,Water,2016-06-05,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-05,PST,22:00:00,,,,
RCS,EPO1,EPO1:20160606:Water:FM,Field Msr/Obs,Water,2016-06-06,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-06,PST,00:00:00,,,,
RCS,EPO1,EPO1:20160606:Water:FM,Field Msr/Obs,Water,2016-06-06,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-06,PST,02:00:00,,,,
RCS,EPO1,EPO1:20160606:Water:FM,Field Msr/Obs,Water,2016-06-06,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-06,PST,04:00:00,,,,
RCS,EPO1,EPO1:20160606:Water:FM,Field Msr/Obs,Water,2016-06-06,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-06,PST,06:00:00,,,,
RCS,EPO1,EPO1:20160606:Water:FM,Field Msr/Obs,Water,2016-06-06,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-06,PST,08:00:00,,,,
RCS,EPO1,EPO1:20160606:Water:FM,Field Msr/Obs,Water,2016-06-06,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-06,PST,10:00:00,,,,
RCS,EPO1,EPO1:20160606:Water:FM,Field Msr/Obs,Water,2016-06-06,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-06,PST,12:00:00,,,,
RCS,EPO1,EPO1:20160606:Water:FM,Field Msr/Obs,Water,2016-06-06,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-06,PST,14:00:00,,,,
RCS,EPO1,EPO1:20160606:Water:FM,Field Msr/Obs,Water,2016-06-06,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-06,PST,16:00:00,,,,
RCS,EPO1,EPO1:20160606:Water:FM,Field Msr/Obs,Water,2016-06-06,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-06,PST,18:00:00,,,,
RCS,EPO1,EPO1:20160606:Water:FM,Field Msr/Obs,Water,2016-06-06,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-06,PST,20:00:00,,,,
RCS,EPO1,EPO1:20160606:Water:FM,Field Msr/Obs,Water,2016-06-06,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-06,PST,22:00:00,,,,
RCS,EPO1,EPO1:20160607:Water:FM,Field Msr/Obs,Water,2016-06-07,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-07,PST,00:00:00,,,,
RCS,EPO1,EPO1:20160607:Water:FM,Field Msr/Obs,Water,2016-06-07,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-07,PST,02:00:00,,,,
RCS,EPO1,EPO1:20160607:Water:FM,Field Msr/Obs,Water,2016-06-07,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-07,PST,04:00:00,,,,
RCS,EPO1,EPO1:20160607:Water:FM,Field Msr/Obs,Water,2016-06-07,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-07,PST,06:00:00,,,,
RCS,EPO1,EPO1:20160607:Water:FM,Field Msr/Obs,Water,2016-06-07,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-07,PST,08:00:00,,,,
RCS,EPO1,EPO1:20160607:Water:FM,Field Msr/Obs,Water,2016-06-07,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-07,PST,10:00:00,,,,
RCS,EPO1,EPO1:20160607:Water:FM,Field Msr/Obs,Water,2016-06-07,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-07,PST,12:00:00,,,,
RCS,EPO1,EPO1:20160607:Water:FM,Field Msr/Obs,Water,2016-06-07,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-07,PST,14:00:00,,,,
RCS,EPO1,EPO1:20160607:Water:FM,Field Msr/Obs,Water,2016-06-07,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-07,PST,16:00:00,,,,
RCS,EPO1,EPO1:20160607:Water:FM,Field Msr/Obs,Water,2016-06-07,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-07,PST,18:00:00,,,,
RCS,EPO1,EPO1:20160607:Water:FM,Field Msr/Obs,Water,2016-06-07,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-07,PST,20:00:00,,,,
RCS,EPO1,EPO1:20160607:Water:FM,Field Msr/Obs,Water,2016-06-07,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-07,PST,22:00:00,,,,
RCS,EPO1,EPO1:20160608:Water:FM,Field Msr/Obs,Water,2016-06-08,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-08,PST,00:00:00,,,,
RCS,EPO1,EPO1:20160608:Water:FM,Field Msr/Obs,Water,2016-06-08,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-08,PST,02:00:00,,,,
RCS,EPO1,EPO1:20160608:Water:FM,Field Msr/Obs,Water,2016-06-08,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-08,PST,04:00:00,,,,
RCS,EPO1,EPO1:20160608:Water:FM,Field Msr/Obs,Water,2016-06-08,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-08,PST,06:00:00,,,,
RCS,EPO1,EPO1:20160608:Water:FM,Field Msr/Obs,Water,2016-06-08,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-08,PST,08:00:00,,,,
RCS,EPO1,EPO1:20160608:Water:FM,Field Msr/Obs,Water,2016-06-08,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-08,PST,10:00:00,,,,
RCS,EPO1,EPO1:20160608:Water:FM,Field Msr/Obs,Water,2016-06-08,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-08,PST,12:00:00,,,,
RCS,EPO1,EPO1:20160608:Water:FM,Field Msr/Obs,Water,2016-06-08,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-08,PST,14:00:00,,,,
RCS,EPO1,EPO1:20160608:Water:FM,Field Msr/Obs,Water,2016-06-08,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-08,PST,16:00:00,,,,
RCS,EPO1,EPO1:20160608:Water:FM,Field Msr/Obs,Water,2016-06-08,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-08,PST,18:00:00,,,,
RCS,EPO1,EPO1:20160608:Water:FM,Field Msr/Obs,Water,2016-06-08,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-08,PST,20:00:00,,,,
RCS,EPO1,EPO1:20160608:Water:FM,Field Msr/Obs,Water,2016-06-08,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-08,PST,22:00:00,,,,
RCS,EPO1,EPO1:20160609:Water:FM,Field Msr/Obs,Water,2016-06-09,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-09,PST,00:00:00,,,,
RCS,EPO1,EPO1:20160609:Water:FM,Field Msr/Obs,Water,2016-06-09,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-09,PST,02:00:00,,,,
RCS,EPO1,EPO1:20160609:Water:FM,Field Msr/Obs,Water,2016-06-09,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-09,PST,04:00:00,,,,
RCS,EPO1,EPO1:20160609:Water:FM,Field Msr/Obs,Water,2016-06-09,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-09,PST,06:00:00,,,,
RCS,EPO1,EPO1:20160609:Water:FM,Field Msr/Obs,Water,2016-06-09,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-09,PST,08:00:00,,,,
RCS,EPO1,EPO1:20160609:Water:FM,Field Msr/Obs,Water,2016-06-09,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-09,PST,10:00:00,,,,
RCS,EPO1,EPO1:20160609:Water:FM,Field Msr/Obs,Water,2016-06-09,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-09,PST,12:00:00,,,,
RCS,EPO1,EPO1:20160609:Water:FM,Field Msr/Obs,Water,2016-06-09,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-09,PST,14:00:00,,,,
RCS,EPO1,EPO1:20160609:Water:FM,Field Msr/Obs,Water,2016-06-09,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-09,PST,16:00:00,,,,
RCS,EPO1,EPO1:20160609:Water:FM,Field Msr/Obs,Water,2016-06-09,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-09,PST,18:00:00,,,,
RCS,EPO1,EPO1:20160609:Water:FM,Field Msr/Obs,Water,2016-06-09,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-09,PST,20:00:00,,,,
RCS,EPO1,EPO1:20160609:Water:FM,Field Msr/Obs,Water,2016-06-09,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-09,PST,22:00:00,,,,
RCS,EPO1,EPO1:20160610:Water:FM,Field Msr/Obs,Water,2016-06-10,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-10,PST,00:00:00,,,,
RCS,EPO1,EPO1:20160610:Water:FM,Field Msr/Obs,Water,2016-06-10,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-10,PST,02:00:00,,,,
RCS,EPO1,EPO1:20160610:Water:FM,Field Msr/Obs,Water,2016-06-10,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-10,PST,04:00:00,,,,
RCS,EPO1,EPO1:20160610:Water:FM,Field Msr/Obs,Water,2016-06-10,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-10,PST,06:00:00,,,,
RCS,EPO1,EPO1:20160610:Water:FM,Field Msr/Obs,Water,2016-06-10,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-10,PST,08:00:00,,,,
RCS,EPO1,EPO1:20160610:Water:FM,Field Msr/Obs,Water,2016-06-10,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-10,PST,10:00:00,,,,
RCS,EPO1,EPO1:20160610:Water:FM,Field Msr/Obs,Water,2016-06-10,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-10,PST,12:00:00,,,,
RCS,EPO1,EPO1:20160610:Water:FM,Field Msr/Obs,Water,2016-06-10,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-10,PST,14:00:00,,,,
RCS,EPO1,EPO1:20160610:Water:FM,Field Msr/Obs,Water,2016-06-10,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-10,PST,16:00:00,,,,
RCS,EPO1,EPO1:20160610:Water:FM,Field Msr/Obs,Water,2016-06-10,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-10,PST,18:00:00,,,,
RCS,EPO1,EPO1:20160610:Water:FM,Field Msr/Obs,Water,2016-06-10,,,,,DCR-QAPP,Probe/Sensor,Rugged TROLL 200,"Temperature, water",,Not Detected at Reporting Limit,,,,,Final,,Actual,,,2016-06-10,PST,20:00:00,,,,
